阿拉伯語	阿拉伯语	Ālābóyǔ
水利	水利	shuǐlì
水貨	水货	shuǐhuò
水靈靈	水灵灵	shuǐlínglíng
水落石出	水落石出	shuǐluò-shíchū
水面	水面	shuǐmiàn
水龍頭	水龙头	shuǐlóngtóu
水手	水手	shuǐshǒu
水溫	水温	shuǐwēn
水源	水源	shuǐyuán
水漲船高	水涨船高	shuǐzhǎng-chuángāo
水域	水域	shuǐyù
水準	水准	shuǐzhǔn
稅收	税收	shuìshōu
稅務	税务	shuìwù
睡袋	睡袋	shuìdài
順便	顺便	shùnbiàn
順暢	顺畅	shùnchàng
順差	顺差	shùnchā
順從	顺从	shùncóng
順理成章	顺理成章	shùnlǐ-chéngzhāng
順其自然	顺其自然	shùnqízìrán
順路	顺路	shùnlù
順勢	顺势	shùnshì
順手	顺手	shùnshǒu
順心	顺心	shùn xīn
順著	顺着	shùnzhe
順應	顺应	shùnyìng
說白了	说白了	shuōbáile
說不上	说不上	shuōbushàng
說到底	说到底	shuōdàodǐ
說道	说道	shuōdao
瞬間	瞬间	shùnjiān
說幹就幹	说干就干	shuōgànjiùgàn
說謊	说谎	shuō huǎng
說老實話	说老实话	shuōlǎoshihuà
說起來	说起来	shuō qǐlái
說閒話	说闲话	shuō xiánhuà
說情	说情	shuō qíng
說真的	说真的	shuōzhēnde
碩果	硕果	shuòguǒ
司空見慣	司空见惯	sīkōng-jiànguàn
司令	司令	sīlìng
司法	司法	sīfǎ
絲綢	丝绸	sīchóu
絲	丝	sī
絲毫	丝毫	sīháo
私房錢	私房钱	sīfangqián
私家車	私家车	sījiāchē
私立	私立	sīlì
私下	私下	sīxià
私事	私事	sīshì
私營	私营	sīyíng
私有	私有	sīyǒu
私自	私自	sīzì
思念	思念	sīniàn
思前想後	思前想后	sīqián-xiǎnghòu
思路	思路	sīlù
思索	思索	sīsuǒ
撕	撕	sī
死心	死心	sǐ xīn
死心塌地	死心塌地	sǐxīn-tādì
四合院	四合院	sìhéyuàn
四面八方	四面八方	sìmiàn-bāfāng
寺廟	寺庙	sìmiào
似曾相識	似曾相识	sìcéngxiāngshí
四季	四季	sìjì
似是而非	似是而非	sìshìérfēi
伺機	伺机	sìjī
飼料	饲料	sìliào
飼養	饲养	sìyǎng
鬆綁	松绑	sōng bǎng
聳立	耸立	sǒnglì
鬆弛	松弛	sōngchí
送別	送别	sòng bié
搜集	搜集	sōují
搜查	搜查	sōuchá
搜救	搜救	sōujiù
艘	艘	sōu
搜尋	搜寻	sōuxún
酥	酥	sū
蘇醒	苏醒	sūxǐng
俗話	俗话	súhuà
俗話說	俗话说	súhuàshuō
俗	俗	sú
訴苦	诉苦	sù kǔ
訴說	诉说	sùshuō
俗語	俗语	súyǔ
訴訟	诉讼	sùsòng
素	素	sù
素不相識	素不相识	sùbùxiāngshí
素材	素材	sùcái
素描	素描	sùmiáo
素養	素养	sùyǎng
塑造	塑造	sùzào
蒜	蒜	suàn
素食	素食	sùshí
算計	算计	suànji
算盤	算盘	suànpan
算賬	算账	suàn zhàng
隨處可見	随处可见	suíchùkějiàn
隨大溜	随大溜	suídàliù
隨機	随机	suíjī
雖說	虽说	suīshuō
隨即	随即	suíjí
隨身	随身	suíshēn
隨時隨地	随时随地	suíshí-suídì
隨心所欲	随心所欲	suíxīnsuǒyù
遂心	遂心	suì xīn
隧道	隧道	suìdào
損壞	损坏	sǔnhuài
損人利己	损人利己	sǔnrén-lìjǐ
損傷	损伤	sǔnshāng
損	损	sǔn
縮	缩	suō
縮水	缩水	suō shuǐ
縮影	缩影	suōyǐng
所屬	所属	suǒshǔ
所謂	所谓	suǒwèi
所作所為	所作所为	suǒzuò-suǒwéi
索賠	索赔	suǒpéi
索性	索性	suǒxìng
鎖定	锁定	suǒdìng
他人	他人	tārén
索取	索取	suǒqǔ
胎	胎	tāi
踏上	踏上	tàshàng
塌	塌	tā
檯球	台球	táiqiú
太極	太极	tàijí
太極拳	太极拳	tàijíquán
胎兒	胎儿	tāiér
太平	太平	tàipíng
泰斗	泰斗	tàidǒu
貪	贪	tān
貪婪	贪婪	tānlán
貪玩兒	贪玩儿	tān wánr5
攤	摊	tān
貪污	贪污	tānwū
癱	瘫	tān
癱瘓	瘫痪	tānhuàn
談不上	谈不上	tánbushàng
罈	坛	tán
談到	谈到	tándào
談論	谈论	tánlùn
彈性	弹性	tánxìng
談起	谈起	tánqǐ
痰	痰	tán
坦誠	坦诚	tǎnchéng
坦白	坦白	tǎnbái
坦克	坦克	tǎnkè
坦然	坦然	tǎnrán
坦率	坦率	tǎnshuài
探	探	tàn
毯子	毯子	tǎnzi
炭	炭	tàn
探測	探测	tàncè
探親	探亲	tàn qīn
探求	探求	tànqiú
探望	探望	tànwàng
探險	探险	tàn xiǎn
湯圓	汤圆	tāngyuán
堂	堂	táng
碳	碳	tàn
糖尿病	糖尿病	tángniàobìng
糖果	糖果	tángguǒ
倘若	倘若	tǎngruò
淌	淌	tǎng
掏錢	掏钱	tāoqián
燙	烫	tàng
滔滔不絕	滔滔不绝	tāotāo-bùjué
逃生	逃生	táoshēng
逃避	逃避	táobì
逃亡	逃亡	táowáng
陶冶	陶冶	táoyě
陶瓷	陶瓷	táocí
陶醉	陶醉	táozuì
淘	淘	táo
淘氣	淘气	táo qì
淘汰	淘汰	táotài
討好	讨好	tǎo hǎo
討價還價	讨价还价	tǎojià-huánjià
特產	特产	tèchǎn
討人喜歡	讨人喜欢	tǎorénxǐhuan
討	讨	tǎo
特長	特长	tècháng
特例	特例	tèlì
特權	特权	tèquán
特質	特质	tèzhì
特製	特制	tèzhì
藤椅	藤椅	téngyǐ
騰	腾	téng
特邀	特邀	tèyāo
梯子	梯子	tīzi
剔除	剔除	tīchú
提拔	提拔	tíba
提名	提名	tí míng
提煉	提炼	tíliàn
提速	提速	tí sù
提心吊膽	提心吊胆	tíxīn-diàodǎn
提議	提议	tíyì
提早	提早	tízǎo
體面	体面	tǐmian
體諒	体谅	tǐliàng
體貼	体贴	tǐtiē
體能	体能	tǐnéng
體系	体系	tǐxì
體溫	体温	tǐwēn
體制	体制	tǐzhì
剃	剃	tì
替換	替换	tìhuàn
體質	体质	tǐzhì
替身	替身	tìshēn
天長地久	天长地久	tiāncháng-dìjiǔ
天地	天地	tiāndì
天鵝	天鹅	tiāné
天分	天分	tiānfèn
天經地義	天经地义	tiānjīng-dìyì
天平	天平	tiānpíng
天賦	天赋	tiānfù
天橋	天桥	tiānqiáo
天生	天生	tiānshēng
天線	天线	tiānxiàn
天使	天使	tiānshǐ
天性	天性	tiānxìng
天主教	天主教	Tiānzhǔjiào
甜美	甜美	tiánměi
甜蜜	甜蜜	tiánmì
添加	添加	tiānjiā
填補	填补	tiánbǔ
填充	填充	tiánchōng
填寫	填写	tiánxiě
舔	舔	tiǎn
甜頭	甜头	tiántou
挑剔	挑剔	tiāoti
條款	条款	tiáokuǎn
條例	条例	tiáolì
條約	条约	tiáoyuē
調侃	调侃	tiáokǎn
調控	调控	tiáokòng
調料	调料	tiáoliào
調試	调试	tiáoshì
挑起	挑起	tiǎoqǐ
挑釁	挑衅	tiǎoxìn
跳槽	跳槽	tiào cáo
跳傘	跳伞	tiàosǎn
跳動	跳动	tiàodòng
跳躍	跳跃	tiàoyuè
貼切	贴切	tiēqiè
帖子	帖子	tiězi
貼近	贴近	tiējìn
聽從	听从	tīngcóng
停泊	停泊	tíngbó
聽話	听话	tīng huà
停電	停电	tíng diàn
停車位	停车位	tíngchēwèi
停頓	停顿	tíngdùn
停放	停放	tíngfàng
通暢	通畅	tōngchàng
停業	停业	tíng yè
通車	通车	tōng chē
通告	通告	tōnggào
通風	通风	tōngfēng
通順	通顺	tōngshùn
通俗	通俗	tōngsú
通緝	通缉	tōngjī
通往	通往	tōngwǎng
通通	通通	tōngtōng
通宵	通宵	tōngxiāo
通行證	通行证	tōngxíngzhèng
同伴	同伴	tóngbàn
同等	同等	tóngděng
同感	同感	tónggǎn
同伙	同伙	tónghuǒ
同步	同步	tóngbù
同類	同类	tónglèi
同盟	同盟	tóngméng
同年	同年	tóngnián
同人	同人	tóngrén
同志	同志	tóngzhì
同舟共濟	同舟共济	tóngzhōu-gòngjì
統籌	统筹	tǒngchóu
銅	铜	tóng
統統	统统	tǒngtǒng
統治	统治	tǒngzhì
捅	捅	tǒng
桶	桶	tǒng
筒	筒	tǒng
痛心	痛心	tòngxīn
偷看	偷看	tōukàn
痛	痛	tòng
偷窺	偷窥	tōukuī
偷懶	偷懒	tōu lǎn
頭頂	头顶	tóudǐng
頭部	头部	tóubù
頭號	头号	tóuhào
頭條	头条	tóutiáo
頭頭是道	头头是道	tóutóu-shìdào
頭暈	头晕	tóu yūn
投奔	投奔	tóubèn
頭銜	头衔	tóuxián
投稿	投稿	tóu gǎo
投機	投机	tóujī
投射	投射	tóushè
投身	投身	tóushēn
投降	投降	tóuxiáng
透徹	透彻	tòuchè
透過	透过	tòuguò
透支	透支	tòuzhī
透氣	透气	tòu qì
凸	凸	tū
凸顯	凸显	tūxiǎn
突發	突发	tūfā
突破口	突破口	tūpòkǒu
禿	秃	tū
突擊	突击	tūjī
圖表	图表	túbiǎo
圖像	图像	túxiàng
突如其來	突如其来	tūrúqílái
圖形	图形	túxíng
圖紙	图纸	túzhǐ
塗	涂	tú
徒步	徒步	túbù
屠殺	屠杀	túshā
土匪	土匪	tǔfěi
土壤	土壤	tǔrǎng
土生土長	土生土长	tǔshēng-tǔzhǎng
團聚	团聚	tuánjù
團伙	团伙	tuánhuǒ
團員	团员	tuányuán
推測	推测	tuīcè
團圓	团圆	tuányuán
推斷	推断	tuīduàn
推翻	推翻	tuī fān
推辭	推辞	tuīcí
推薦	推荐	tuījiàn
推理	推理	tuīlǐ
推敲	推敲	tuīqiāo
推卸	推卸	tuīxiè
推算	推算	tuīsuàn
推選	推选	tuīxuǎn
推移	推移	tuīyí
頹廢	颓废	tuífèi
退回	退回	tuì huí
退卻	退却	tuìquè
退讓	退让	tuìràng
退學	退学	tuì xué
退休金	退休金	tuìxiūjīn
退縮	退缩	tuìsuō
退役	退役	tuì yì
屯	屯	tún
拖累	拖累	tuōlěi
拖欠	拖欠	tuōqiàn
託付	托付	tuōfù
拖延	拖延	tuōyán
脫節	脱节	tuō jié
脫口而出	脱口而出	tuōkǒuérchū
脫身	脱身	tuō shēn
脫落	脱落	tuōluò
脫穎而出	脱颖而出	tuōyǐngérchū
馱	驮	tuó
妥當	妥当	tuǒdang
妥善	妥善	tuǒshàn
妥	妥	tuǒ
妥協	妥协	tuǒxié
拓寬	拓宽	tuòkuān
唾液	唾液	tuòyè
拓展	拓展	tuòzhǎn
挖掘	挖掘	wājué
瓦	瓦	wǎ
挖苦	挖苦	wāku
歪	歪	wāi
歪曲	歪曲	wāiqū
外表	外表	wàibiǎo
外公	外公	wàigōng
外行	外行	wàiháng
外號	外号	wàihào
外籍	外籍	wàijí
外貿	外贸	wàimào
外貌	外貌	wàimào
外企	外企	wàiqǐ
外星人	外星人	wàixīngrén
外形	外形	wàixíng
外婆	外婆	wàipó
丸	丸	wán
完備	完备	wánbèi
外援	外援	wàiyuán
完蛋	完蛋	wán dàn
完畢	完毕	wánbì
完好	完好	wánhǎo
玩耍	玩耍	wánshuǎ
玩意兒	玩意儿	wányìr5
頑固	顽固	wángù
挽回	挽回	wǎn huí
挽	挽	wǎn
挽救	挽救	wǎnjiù
晚間	晚间	wǎnjiān
晚期	晚期	wǎnqī
萬分	万分	wànfēn
惋惜	惋惜	wǎnxī
萬古長青	万古长青	wàngǔ-chángqīng
萬能	万能	wànnéng
晚年	晚年	wǎnnián
萬無一失	万无一失	wànwúyīshī
萬萬	万万	wànwàn
汪洋	汪洋	wāngyáng
亡羊補牢	亡羊补牢	wángyáng-bǔláo
王國	王国	wángguó
網點	网点	wǎngdiǎn
網民	网民	wǎngmín
往常	往常	wǎngcháng
往返	往返	wǎngfǎn
王牌	王牌	wángpái
往事	往事	wǎngshì
妄想	妄想	wàngxiǎng
往日	往日	wǎngrì
忘掉	忘掉	wàng diào
忘不了	忘不了	wàngbùliǎo
旺季	旺季	wàngjì
旺盛	旺盛	wàngshèng
望	望	wàng
旺	旺	wàng
危及	危及	wēijí
望遠鏡	望远镜	wàngyuǎnjìng
危急	危急	wēijí
威風	威风	wēifēng
威懾	威慑	wēishè
威力	威力	wēilì
威信	威信	wēixìn
微不足道	微不足道	wēibùzúdào
微觀	微观	wēiguān
微妙	微妙	wēimiào
微型	微型	wēixíng
微弱	微弱	wēiruò
為人	为人	wéirén
違約	违约	wéi yuē
違章	违章	wéi zhāng
違背	违背	wéibèi
圍牆	围墙	wéiqiáng
唯	唯	wéi
唯獨	唯独	wéidú
偽造	伪造	wěizào
偽裝	伪装	wěizhuāng
尾聲	尾声	wěishēng
尾氣	尾气	wěiqì
緯度	纬度	wěidù
委婉	委婉	wěiwǎn
委屈	委屈	wěiqu
委員	委员	wěiyuán
委員會	委员会	wěiyuánhuì
萎縮	萎缩	wěisuō
未	未	wèi
衛視	卫视	wèishì
未成年人	未成年人	wèichéngniánrén
未經	未经	wèijīng
未免	未免	wèimiǎn
未知數	未知数	wèizhīshù
味精	味精	wèijīng
位子	位子	wèizi
畏懼	畏惧	wèijù
畏縮	畏缩	wèisuō
喂養	喂养	wèiyǎng
慰勞	慰劳	wèiláo
胃口	胃口	wèikou
溫度計	温度计	wēndùjì
溫柔	温柔	wēnróu
溫泉	温泉	wēnquán
溫習	温习	wēnxí
溫室	温室	wēnshì
溫馨	温馨	wēnxīn
文	文	wén
瘟疫	瘟疫	wēnyì
文具	文具	wénjù
文科	文科	wénkē
文憑	文凭	wénpíng
文盲	文盲	wénmáng
文人	文人	wénrén
文獻	文献	wénxiàn
文雅	文雅	wényǎ
聞名	闻名	wénmíng
蚊帳	蚊帐	wénzhàng
文物	文物	wénwù
蚊子	蚊子	wénzi
吻	吻	wěn
吻合	吻合	wěnhé
紊亂	紊乱	wěnluàn
穩固	稳固	wěngù
穩健	稳健	wěnjiàn
穩重	稳重	wěnzhòng
穩妥	稳妥	wěntuǒ
問卷	问卷	wènjuàn
窩	窝	wō
問世	问世	wènshì
臥	卧	wò
污穢	污秽	wūhuì
巫婆	巫婆	wūpó
嗚咽	呜咽	wūyè
無比	无比	wúbǐ
屋頂	屋顶	wūdǐng
無不	无不	wúbù
無償	无偿	wúcháng
無敵	无敌	wúdí
無惡不作	无恶不作	wúè-bùzuò
無非	无非	wúfēi
無辜	无辜	wúgū
無關緊要	无关紧要	wúguān-jǐnyào
無故	无故	wúgù
無話可說	无话可说	wúhuàkěshuō
無家可歸	无家可归	wújiā-kěguī
無濟於事	无济于事	wújì-yúshì
無精打採	无精打采	wújīng-dǎcǎi
無可奉告	无可奉告	wúkě-fènggào
無可厚非	无可厚非	wúkě-hòufēi
無理	无理	wúlǐ
無可奈何	无可奈何	wúkě-nàihé
無力	无力	wúlì
無論如何	无论如何	wúlùnrúhé
無能為力	无能为力	wúnéngwéilì
無情	无情	wúqíng
無情無義	无情无义	wúqíngwúyì
無窮	无穷	wúqióng
無私	无私	wúsī
無所事事	无所事事	wúsuǒshìshì
無所作為	无所作为	wúsuǒzuòwéi
無條件	无条件	wútiáojiàn
無微不至	无微不至	wúwēi-bùzhì
無能	无能	wúnéng
無線	无线	wúxiàn
無線電	无线电	wúxiàndiàn
無形	无形	wúxíng
無形中	无形中	wúxíngzhōng
無須	无须	wúxū
無意	无意	wúyì
無憂無慮	无忧无虑	wúyōu-wúlǜ
無緣	无缘	wúyuán
無足輕重	无足轻重	wúzúqīngzhòng
五花八門	五花八门	wǔhuā-bāmén
無知	无知	wúzhī
五星級	五星级	wǔxīngjí
武力	武力	wǔlì
武裝	武装	wǔzhuāng
捂	捂	wǔ
侮辱	侮辱	wǔrǔ
舞廳	舞厅	wǔtīng
務必	务必	wùbì
務實	务实	wùshí
勿	勿	wù
物證	物证	wùzhèng
物流	物流	wùliú
物體	物体	wùtǐ
誤差	误差	wùchā
誤導	误导	wùdǎo
物資	物资	wùzī
誤區	误区	wùqū
霧	雾	wù
吸納	吸纳	xīnà
吸取	吸取	xīqǔ
息息相關	息息相关	xīxī-xiāngguān
昔日	昔日	xīrì
稀	稀	xī
稀罕	稀罕	xīhan
稀少	稀少	xīshǎo
稀奇	稀奇	xīqí
熙熙攘攘	熙熙攘攘	xīxī-rǎngrǎng
熄火	熄火	xī huǒ
錫	锡	xī
膝蓋	膝盖	xīgài
嬉笑	嬉笑	xīxiào
習俗	习俗	xísú
席	席	xí
席位	席位	xíwèi
襲擊	袭击	xíjī
洗滌劑	洗涤剂	xǐdíjì
媳婦	媳妇	xífù
喜出望外	喜出望外	xǐchūwàngwài
洗禮	洗礼	xǐlǐ
喜好	喜好	xǐhào
喜怒哀樂	喜怒哀乐	xǐ-nù-āi-lè
喜酒	喜酒	xǐjiǔ
喜事	喜事	xǐshì
喜慶	喜庆	xǐqìng
喜洋洋	喜洋洋	xǐyángyáng
喜糖	喜糖	xǐtáng
喜悅	喜悦	xǐyuè
細微	细微	xìwēi
細心	细心	xìxīn
蝦	虾	xiā
細膩	细腻	xìnì
俠義	侠义	xiáyì
瞎	瞎	xiā
峽谷	峡谷	xiágǔ
狹隘	狭隘	xiáài
狹小	狭小	xiáxiǎo
狹窄	狭窄	xiázhǎi
下跌	下跌	xiàdiē
下場	下场	xiàchang
下崗	下岗	xià gǎng
下功夫	下功夫	xià gōngfu
下海	下海	xià hǎi
下決心	下决心	xià juéxīn
下令	下令	xià lìng
下級	下级	xiàjí
下落	下落	xiàluò
下棋	下棋	xià qí
下山	下山	xià shān
下手	下手	xià shǒu
下期	下期	xiàqī
下屬	下属	xiàshǔ
下臺	下台	xià tái
下調	下调	xiàdiào
下旬	下旬	xiàxún
下鄉	下乡	xià xiāng
下一代	下一代	xiàyīdài
下游	下游	xiàyóu
下意識	下意识	xiàyìshi
下墜	下坠	xiàzhuì
嚇唬	吓唬	xiàhu
嚇人	吓人	xià rén
夏令營	夏令营	xiàlìngyíng
仙鶴	仙鹤	xiānhè
仙女	仙女	xiānnǚ
先天	先天	xiāntiān
先例	先例	xiānlì
纖維	纤维	xiānwéi
掀	掀	xiān
掀起	掀起	xiānqǐ
鮮活	鲜活	xiānhuó
鮮美	鲜美	xiānměi
鮮血	鲜血	xiānxuè
弦	弦	xián
銜接	衔接	xiánjiē
嫌棄	嫌弃	xiánqì
顯而易見	显而易见	xiǎnéryìjiàn
嫌疑	嫌疑	xiányí
顯赫	显赫	xiǎnhè
顯示器	显示器	xiǎnshìqì
顯現	显现	xiǎnxiàn
現成	现成	xiànchéng
顯眼	显眼	xiǎnyǎn
現任	现任	xiànrèn
現行	现行	xiànxíng
限定	限定	xiàndìng
限	限	xiàn
限度	限度	xiàndù
線條	线条	xiàntiáo
憲法	宪法	xiànfǎ
陷	陷	xiàn
限於	限于	xiànyú
陷阱	陷阱	xiànjǐng
餡兒	馅儿	xiànr5
羨慕	羡慕	xiànmù
獻血	献血	xiàn xiě
腺	腺	xiàn
鄉親	乡亲	xiāngqīn
鄉下	乡下	xiāngxia
相伴	相伴	xiāngbàn
相比之下	相比之下	xiāngbǐzhīxià
相傳	相传	xiāngchuán
相差	相差	xiāngchà
相當於	相当于	xiāngdāngyú
相對而言	相对而言	xiāngduì éryán
相對	相对	xiāngduì
相輔相成	相辅相成	xiāngfǔ-xiāngchéng
相連	相连	xiānglián
相繼	相继	xiāngjì
相識	相识	xiāngshí
相提並論	相提并论	xiāngtí-bìnglùn
相依為命	相依为命	xiāngyī-wéimìng
相通	相通	xiāngtōng
相約	相约	xiāngyuē
香料	香料	xiāngliào
香水	香水	xiāngshuǐ
相遇	相遇	xiāngyù
香味	香味	xiāngwèi
香煙	香烟	xiāngyān
香油	香油	xiāngyóu
鑲	镶	xiāng
鑲嵌	镶嵌	xiāngqiàn
享	享	xiǎng
詳盡	详尽	xiángjìn
享有	享有	xiǎngyǒu
響亮	响亮	xiǎngliàng
祥和	祥和	xiánghé
響應	响应	xiǎngyìng
響起	响起	xiǎngqǐ
想方設法	想方设法	xiǎngfāng-shèfǎ
向來	向来	xiànglái
嚮往	向往	xiàngwǎng
項鏈	项链	xiàngliàn
像	像	xiàng
向著	向着	xiàngzhe
像樣	像样	xiàngyàng
橡皮	橡皮	xiàngpí
橡膠	橡胶	xiàngjiāo
消	消	xiāo
消沉	消沉	xiāochén
削	削	xuē
消遣	消遣	xiāoqiǎn
蕭條	萧条	xiāotiáo
銷	销	xiāo
銷毀	销毁	xiāohuǐ
銷量	销量	xiāoliàng
瀟灑	潇洒	xiāosǎ
小醜	小丑	xiǎochǒu
小販	小贩	xiǎofàn
小看	小看	xiǎokàn
小康	小康	xiǎokāng
小路	小路	xiǎolù
小品	小品	xiǎopǐn
小氣	小气	xiǎoqi
小區	小区	xiǎoqū
小曲	小曲	xiǎoqǔ
小人	小人	xiǎorén
小溪	小溪	xiǎoxī
小提琴	小提琴	xiǎotíqín
小心翼翼	小心翼翼	xiǎoxīn-yìyì
孝敬	孝敬	xiàojìng
小卒	小卒	xiǎozú
孝順	孝顺	xiàoshun
效仿	效仿	xiàofǎng
肖像	肖像	xiàoxiàng
效益	效益	xiàoyì
效應	效应	xiàoyìng
協定	协定	xiédìng
效力	效力	xiàolì
協同	协同	xiétóng
邪	邪	xié
協作	协作	xiézuò
邪惡	邪恶	xiéè
挾持	挟持	xiéchí
攜帶	携带	xiédài
攜手	携手	xié shǒu
寫照	写照	xiězhào
泄	泄	xiè
泄露	泄露	xièlù
泄密	泄密	xiè mì
泄氣	泄气	xièqì
泄漏	泄漏	xièlòu
瀉	泻	xiè
心愛	心爱	xīnài
心安理得	心安理得	xīnān-lǐdé
心病	心病	xīnbìng
心腸	心肠	xīncháng
卸	卸	xiè
心得	心得	xīndé
心急如焚	心急如焚	xīnjí-rúfén
心慌	心慌	xīn huāng
心裡話	心里话	xīnlihuà
心靈手巧	心灵手巧	xīnlíngshǒuqiǎo
心目	心目	xīnmù
心聲	心声	xīnshēng
心思	心思	xīnsi
心事	心事	xīnshi
心酸	心酸	xīn suān
心胸	心胸	xīnxiōng
心想事成	心想事成	xīnxiǎng-shìchéng
心眼兒	心眼儿	xīnyǎnr5
心血	心血	xīnxuè
心意	心意	xīnyì
芯片	芯片	xīnpiàn
辛酸	辛酸	xīnsuān
欣慰	欣慰	xīnwèi
辛勤	辛勤	xīnqín
欣欣向榮	欣欣向荣	xīnxīn-xiàngróng
新潮	新潮	xīncháo
欣喜	欣喜	xīnxǐ
新陳代謝	新陈代谢	xīnchén-dàixiè
新款	新款	xīnkuǎn
新房	新房	xīnfáng
新奇	新奇	xīnqí
新生	新生	xīnshēng
新手	新手	xīnshǒu
新穎	新颖	xīnyǐng
新式	新式	xīnshì
信貸	信贷	xìndài
信件	信件	xìnjiàn
信譽	信誉	xìnyù
信賴	信赖	xìnlài
興建	兴建	xīngjiàn
興奮劑	兴奋剂	xīngfènjì
興起	兴起	xīngqǐ
猩猩	猩猩	xīngxing
星座	星座	xīngzuò
腥	腥	xīng
刑法	刑法	xíngfa
行使	行使	xíngshǐ
行政	行政	xíngzhèng
行走	行走	xíngzǒu
形形色色	形形色色	xíngxíng-sèsè
形影不離	形影不离	xíngyǐng-bùlí
醒來	醒来	xǐnglái
醒悟	醒悟	xǐngwù
興高采烈	兴高采烈	xìnggāo-cǎiliè
醒目	醒目	xǐngmù
興致	兴致	xìngzhì
幸存	幸存	xìngcún
幸好	幸好	xìnghǎo
幸虧	幸亏	xìngkuī
幸免	幸免	xìngmiǎn
性價比	性价比	xìngjiàbǐ
性情	性情	xìngqíng
性命	性命	xìngmìng
姓氏	姓氏	xìngshì
凶殘	凶残	xiōngcán
凶惡	凶恶	xiōngè
凶猛	凶猛	xiōngměng
洶涌	汹涌	xiōngyǒng
胸膛	胸膛	xiōngtáng
凶狠	凶狠	xiōnghěn
胸有成竹	胸有成竹	xiōngyǒuchéngzhú
雄厚	雄厚	xiónghòu
休克	休克	xiūkè
休眠	休眠	xiūmián
休想	休想	xiūxiǎng
休養	休养	xiūyǎng
修補	修补	xiūbǔ
修長	修长	xiūcháng
修正	修正	xiūzhèng
羞愧	羞愧	xiūkuì
修訂	修订	xiūdìng
秀麗	秀丽	xiùlì
修路	修路	xiūlù
秀美	秀美	xiùměi
袖手旁觀	袖手旁观	xiùshǒu-pángguān
鏽	锈	xiù
嗅覺	嗅觉	xiùjué
繡	绣	xiù
須	须	xū
虛	虚	xū
虛構	虚构	xūgòu
虛幻	虚幻	xūhuàn
虛擬	虚拟	xūnǐ
虛假	虚假	xūjiǎ
虛弱	虚弱	xūruò
虛偽	虚伪	xūwěi
徐徐	徐徐	xúxú
許	许	xǔ
需	需	xū
許可證	许可证	xǔkězhèng
旭日	旭日	xùrì
序	序	xù
序幕	序幕	xùmù
敘述	叙述	xùshù
酗酒	酗酒	xùjiǔ
宣稱	宣称	xuānchēng
續	续	xù
絮叨	絮叨	xùdao
宣讀	宣读	xuāndú
宣告	宣告	xuāngào
宣誓	宣誓	xuān shì
宣言	宣言	xuānyán
宣泄	宣泄	xuānxiè
宣揚	宣扬	xuānyáng
喧嘩	喧哗	xuānhuá
喧鬧	喧闹	xuānnào
玄	玄	xuán
玄機	玄机	xuánjī
懸掛	悬挂	xuánguà
懸念	悬念	xuánniàn
懸殊	悬殊	xuánshū
懸崖	悬崖	xuányá
旋律	旋律	xuánlǜ
選民	选民	xuǎnmín
選項	选项	xuǎnxiàng
旋渦	旋涡	xuánwō
選用	选用	xuǎnyòng
炫耀	炫耀	xuànyào
削弱	削弱	xuēruò
靴子	靴子	xuēzi
穴位	穴位	xuéwèi
學歷	学历	xuélì
學士	学士	xuéshì
學說	学说	xuéshuō
學堂	学堂	xuétáng
學藝	学艺	xuéyì
學業	学业	xuéyè
學子	学子	xuézǐ
雪山	雪山	xuěshān
雪上加霜	雪上加霜	xuěshàng-jiāshuāng
血脈	血脉	xuèmài
血栓	血栓	xuèshuān
血壓	血压	xuèyā
血緣	血缘	xuèyuán
勛章	勋章	xūnzhāng
薰陶	熏陶	xūntáo
熏	熏	xūn
尋	寻	xún
尋覓	寻觅	xúnmì
尋常	寻常	xúncháng
巡邏	巡逻	xúnluó
循序漸進	循序渐进	xúnxù-jiànjìn
馴	驯	xùn
遜色	逊色	xùnsè
丫頭	丫头	yātou
訓	训	xùn
壓倒	压倒	yā dǎo
壓抑	压抑	yāyì
壓縮	压缩	yāsuō
壓制	压制	yāzhì
押	押	yā
鴉雀無聲	鸦雀无声	yāquè-wúshēng
牙齒	牙齿	yáchǐ
牙膏	牙膏	yágāo
啞	哑	yǎ
咽喉	咽喉	yānhóu
芽	芽	yá
煙囪	烟囱	yāncōng
煙火	烟火	yānhuo
淹	淹	yān
延	延	yán
延緩	延缓	yánhuǎn
延誤	延误	yánwù
嚴謹	严谨	yánjǐn
嚴禁	严禁	yánjìn
嚴峻	严峻	yánjùn
言辭	言辞	yáncí
嚴密	严密	yánmì
言論	言论	yánlùn
言行	言行	yánxíng
岩石	岩石	yánshí
炎癥	炎症	yánzhèng
炎熱	炎热	yánrè
沿途	沿途	yántú
沿線	沿线	yánxiàn
沿岸	沿岸	yánàn
閻王	阎王	Yánwang
研討	研讨	yántǎo
衍生	衍生	yǎnshēng
掩蓋	掩盖	yǎngài
掩護	掩护	yǎnhù
掩飾	掩饰	yǎnshì
眼紅	眼红	yǎnhóng
眼色	眼色	yǎnsè
眼界	眼界	yǎnjiè
眼神	眼神	yǎnshén
眼下	眼下	yǎnxià
演變	演变	yǎnbiàn
演播室	演播室	yǎnbōshì
演練	演练	yǎnliàn
演技	演技	yǎnjì
演示	演示	yǎnshì
演說	演说	yǎnshuō
演習	演习	yǎnxí
演戲	演戏	yǎn xì
