所以	所以	"<span class=""pinYinWrapper""><span class=""t3"">suǒ</span> <span class=""t3"">yǐ</span></span>"	"<span class=""zhuyin"">ㄙㄨㄛˇ ㄧˇ</span>"	[sound:cmn-所以.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">所</span><span class=""char-tone3"">以</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">suǒ</span> <span class=""t3"">yǐ</span></span></div><span class=""zhuyin"">ㄙㄨㄛˇ ㄧˇ</span><div class=""meaning""><ul><li>therefore</li><li> as a result</li><li> so</li><li> the reason why</li></ul></div>"
才	纔	"<span class=""pinYinWrapper""><span class=""t2"">cái</span></span>"	"<span class=""zhuyin"">ㄘㄞˊ</span>"	[sound:cmn-才.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">才</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">纔</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">cái</span></span></div><span class=""zhuyin"">ㄘㄞˊ</span><div class=""meaning""><ul><li>ability</li><li> talent</li><li> sb of a certain type</li><li> a capable individual</li><li> only</li><li> only then</li><li> just now</li><li> a moment ago</li><li> just now</li><li> (indicating sth happening later than expected)</li><li> (preceded by a clause of condition or reason) not until</li><li> (followed by a numerical clause) only</li></ul></div>"
两	兩	"<span class=""pinYinWrapper""><span class=""t3"">liǎng</span></span>"	"<span class=""zhuyin"">ㄌㄧㄤˇ</span>"	[sound:cmn-两.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">两</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">兩</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">liǎng</span></span></div><span class=""zhuyin"">ㄌㄧㄤˇ</span><div class=""meaning""><ul><li>two</li><li> both</li><li> some</li><li> a few</li><li> tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)</li></ul></div>"
又	又	"<span class=""pinYinWrapper""><span class=""t4"">yòu</span></span>"	"<span class=""zhuyin"">ㄧㄡˋ</span>"	[sound:cmn-又.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">又</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">yòu</span></span></div><span class=""zhuyin"">ㄧㄡˋ</span><div class=""meaning""><ul><li>(once) again</li><li> also</li><li> both... and...</li><li> and yet</li><li> (used for emphasis) anyway</li></ul></div>"
小	小	"<span class=""pinYinWrapper""><span class=""t3"">xiǎo</span></span>"	"<span class=""zhuyin"">ㄒㄧㄠˇ</span>"	[sound:cmn-小.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">小</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">xiǎo</span></span></div><span class=""zhuyin"">ㄒㄧㄠˇ</span><div class=""meaning""><ul><li>small</li><li> tiny</li><li> few</li><li> young</li></ul></div>"
该	該	"<span class=""pinYinWrapper""><span class=""t1"">gāi</span></span>"	"<span class=""zhuyin"">ㄍㄞ</span>"	[sound:cmn-该.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">该</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">該</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">gāi</span></span></div><span class=""zhuyin"">ㄍㄞ</span><div class=""meaning""><ul><li>should</li><li> ought to</li><li> probably</li><li> must be</li><li> to deserve</li><li> to owe</li><li> to be sb's turn to do sth</li><li> that</li><li> the above-mentioned</li></ul></div>"
等	等	"<span class=""pinYinWrapper""><span class=""t3"">děng</span></span>"	"<span class=""zhuyin"">ㄉㄥˇ</span>"	[sound:cmn-等.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">等</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">děng</span></span></div><span class=""zhuyin"">ㄉㄥˇ</span><div class=""meaning""><ul><li>class</li><li> rank</li><li> grade</li><li> equal to</li><li> same as</li><li> to wait for</li><li> to await</li><li> et cetera</li><li> and so on</li><li> et al. (and other authors)</li><li> after</li><li> as soon as</li><li> once</li></ul></div>"
问题	問題	"<span class=""pinYinWrapper""><span class=""t4"">wèn</span> <span class=""t2"">tí</span></span>"	"<span class=""zhuyin"">ㄨㄣˋ ㄊㄧˊ</span>"	[sound:cmn-问题.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">问</span><span class=""char-tone2"">题</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">問</span><span class=""char-tone2"">題</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">wèn</span> <span class=""t2"">tí</span></span></div><span class=""zhuyin"">ㄨㄣˋ ㄊㄧˊ</span><div class=""meaning""><ul><li>question</li><li> problem</li><li> issue</li><li> topic</li><li> CL:個|个[ge4]</li></ul></div>"
更	更	"<span class=""pinYinWrapper""><span class=""t1"">gēng</span></span>, <span class=""pinYinWrapper""><span class=""t4"">gèng</span></span>"	"<span class=""zhuyin"">ㄍㄥ</span>, <span class=""zhuyin"">ㄍㄥˋ</span>"	[sound:cmn-更.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">更</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">gēng</span></span></div><span class=""zhuyin"">ㄍㄥ</span><div class=""meaning""><ul><li>to change or replace</li><li> to experience</li><li> one of the five two hour periods into which the night was formerly divided</li><li> watch (e.g. of a sentry or guard)</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">更</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">gèng</span></span></div><span class=""zhuyin"">ㄍㄥˋ</span><div class=""meaning""><ul><li>more</li><li> even more</li><li> further</li><li> still</li><li> still more</li></ul></div>"
带	帶	"<span class=""pinYinWrapper""><span class=""t4"">dài</span></span>"	"<span class=""zhuyin"">ㄉㄞˋ</span>"	[sound:cmn-带.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">带</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">帶</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">dài</span></span></div><span class=""zhuyin"">ㄉㄞˋ</span><div class=""meaning""><ul><li>band</li><li> belt</li><li> girdle</li><li> ribbon</li><li> tire</li><li> area</li><li> zone</li><li> region</li><li> CL:條|条[tiao2]</li><li> to wear</li><li> to carry</li><li> to take along</li><li> to bear (i.e. to have)</li><li> to lead</li><li> to bring</li><li> to look after</li><li> to raise</li></ul></div>"
回	逥	"<span class=""pinYinWrapper""><span class=""t2"">huí</span></span>"	"<span class=""zhuyin"">ㄏㄨㄟˊ</span>"	[sound:cmn-回.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">回</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">逥</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">huí</span></span></div><span class=""zhuyin"">ㄏㄨㄟˊ</span><div class=""meaning""><ul><li>to circle</li><li> to go back</li><li> to turn around</li><li> to answer</li><li> to return</li><li> to revolve</li><li> Hui ethnic group (Chinese Muslims)</li><li> time</li><li> classifier for acts of a play</li><li> section or chapter (of a classic book)</li><li> to curve</li><li> to return</li><li> to revolve</li><li> variant of 迴|回[hui2]</li></ul></div>"
然后	然後	"<span class=""pinYinWrapper""><span class=""t2"">rán</span> <span class=""t4"">hòu</span></span>"	"<span class=""zhuyin"">ㄖㄢˊ ㄏㄡˋ</span>"	[sound:cmn-然后.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">然</span><span class=""char-tone4"">后</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">然</span><span class=""char-tone4"">後</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">rán</span> <span class=""t4"">hòu</span></span></div><span class=""zhuyin"">ㄖㄢˊ ㄏㄡˋ</span><div class=""meaning""><ul><li>after</li><li> then (afterwards)</li><li> after that</li><li> afterwards</li></ul></div>"
当	當	"<span class=""pinYinWrapper""><span class=""t1"">dāng</span></span>, <span class=""pinYinWrapper""><span class=""t4"">dàng</span></span>"	"<span class=""zhuyin"">ㄉㄤ</span>, <span class=""zhuyin"">ㄉㄤˋ</span>"	[sound:cmn-当.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">当</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">當</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">dāng</span></span></div><span class=""zhuyin"">ㄉㄤ</span><div class=""meaning""><ul><li>(onom.) dong</li><li> ding dong (bell)</li><li> to be</li><li> to act as</li><li> manage</li><li> withstand</li><li> when</li><li> during</li><li> ought</li><li> should</li><li> match equally</li><li> equal</li><li> same</li><li> obstruct</li><li> just at (a time or place)</li><li> on the spot</li><li> right</li><li> just at</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">当</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">當</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">dàng</span></span></div><span class=""zhuyin"">ㄉㄤˋ</span><div class=""meaning""><ul><li>at or in the very same...</li><li> suitable</li><li> adequate</li><li> fitting</li><li> proper</li><li> to replace</li><li> to regard as</li><li> to think</li><li> to pawn</li><li> (coll.) to fail (a student)</li></ul></div>"
事情	事情	"<span class=""pinYinWrapper""><span class=""t4"">shì</span> <span class=""t0"">qing</span></span>"	"<span class=""zhuyin"">ㄕˋ ㄑㄧㄥ˙</span>"	[sound:cmn-事情.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">事</span><span class=""char-tone0"">情</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">shì</span> <span class=""t0"">qing</span></span></div><span class=""zhuyin"">ㄕˋ ㄑㄧㄥ˙</span><div class=""meaning""><ul><li>affair</li><li> matter</li><li> thing</li><li> business</li><li> CL:件[jian4],樁|桩[zhuang1]</li></ul></div>"
所有	所有	"<span class=""pinYinWrapper""><span class=""t3"">suǒ</span> <span class=""t3"">yǒu</span></span>"	"<span class=""zhuyin"">ㄙㄨㄛˇ ㄧㄡˇ</span>"	[sound:cmn-所有.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">所</span><span class=""char-tone3"">有</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">suǒ</span> <span class=""t3"">yǒu</span></span></div><span class=""zhuyin"">ㄙㄨㄛˇ ㄧㄡˇ</span><div class=""meaning""><ul><li>all</li><li> to have</li><li> to possess</li><li> to own</li></ul></div>"
家	家	"<span class=""pinYinWrapper""><span class=""t1"">jiā</span></span>, <span class=""pinYinWrapper""><span class=""t1"">Jiā</span></span>"	"<span class=""zhuyin"">ㄐㄧㄚ</span>"	[sound:cmn-家.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">家</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">jiā</span></span></div><span class=""zhuyin"">ㄐㄧㄚ</span><div class=""meaning""><ul><li>see 傢伙|家伙[jia1 huo5]</li><li> home</li><li> family</li><li> (polite) my (sister, uncle etc)</li><li> classifier for families or businesses</li><li> refers to the philosophical schools of pre-Han China</li><li> noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian</li><li> CL:個|个[ge4]</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">家</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">Jiā</span></span></div><span class=""zhuyin"">ㄐㄧㄚ</span><div class=""meaning""><ul><li>surname Jia</li></ul></div>"
也许	也許	"<span class=""pinYinWrapper""><span class=""t3"">yě</span> <span class=""t3"">xǔ</span></span>"	"<span class=""zhuyin"">ㄧㄝˇ ㄒㄩˇ</span>"	[sound:cmn-也许.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">也</span><span class=""char-tone3"">许</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">也</span><span class=""char-tone3"">許</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">yě</span> <span class=""t3"">xǔ</span></span></div><span class=""zhuyin"">ㄧㄝˇ ㄒㄩˇ</span><div class=""meaning""><ul><li>perhaps</li><li> maybe</li></ul></div>"
相信	相信	"<span class=""pinYinWrapper""><span class=""t1"">xiāng</span> <span class=""t4"">xìn</span></span>"	"<span class=""zhuyin"">ㄒㄧㄤ ㄒㄧㄣˋ</span>"	[sound:cmn-相信.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">相</span><span class=""char-tone4"">信</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">xiāng</span> <span class=""t4"">xìn</span></span></div><span class=""zhuyin"">ㄒㄧㄤ ㄒㄧㄣˋ</span><div class=""meaning""><ul><li>to be convinced (that sth is true)</li><li> to believe</li><li> to accept sth as true</li></ul></div>"
认为	認為	"<span class=""pinYinWrapper""><span class=""t4"">rèn</span> <span class=""t2"">wéi</span></span>"	"<span class=""zhuyin"">ㄖㄣˋ ㄨㄟˊ</span>"	[sound:cmn-认为.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">认</span><span class=""char-tone2"">为</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">認</span><span class=""char-tone2"">為</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">rèn</span> <span class=""t2"">wéi</span></span></div><span class=""zhuyin"">ㄖㄣˋ ㄨㄟˊ</span><div class=""meaning""><ul><li>to believe</li><li> to think</li><li> to consider</li><li> to feel</li></ul></div>"
一直	一直	"<span class=""pinYinWrapper""><span class=""t1"">yī</span> <span class=""t2"">zhí</span></span>"	"<span class=""zhuyin"">ㄧ ㄓˊ</span>"	[sound:cmn-一直.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">一</span><span class=""char-tone2"">直</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">yī</span> <span class=""t2"">zhí</span></span></div><span class=""zhuyin"">ㄧ ㄓˊ</span><div class=""meaning""><ul><li>straight (in a straight line)</li><li> continuously</li><li> always</li><li> from the beginning of ... up to ...</li><li> all along</li></ul></div>"
一路平安	一路平安	"<span class=""pinYinWrapper""><span class=""t1"">yī</span> <span class=""t4"">lù</span> <span class=""t2"">píng</span> <span class=""t1"">ān</span></span>"	"<span class=""zhuyin"">ㄧ ㄌㄨˋ ㄆㄧㄥˊ ㄢ</span>"	[sound:cmn-一路平安.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">一</span><span class=""char-tone4"">路</span><span class=""char-tone2"">平</span><span class=""char-tone1"">安</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">yī</span> <span class=""t4"">lù</span> <span class=""t2"">píng</span> <span class=""t1"">ān</span></span></div><span class=""zhuyin"">ㄧ ㄌㄨˋ ㄆㄧㄥˊ ㄢ</span><div class=""meaning""><ul><li>to have a pleasant journey</li><li> Bon voyage!</li></ul></div>"
